area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
11,37-3019,40.0,10.3,0.059,0.75,22.36,46500.0,1.8,20.27,20.27,20.75,42160.0,42160.0,43160.0
13,37-3019,730.0,8.9,0.154,1.95,18.81,39110.0,1.8,14.85,17.13,19.6,30890.0,35640.0,40760.0
18,37-3019,70.0,14.9,0.021,0.27,26.6,55330.0,5.3,17.0,24.7,36.94,35360.0,51380.0,76840.0
19,37-3019,90.0,6.8,0.061,0.77,21.81,45360.0,1.7,16.11,16.94,25.61,33510.0,35230.0,53270.0
21,37-3019,130.0,18.0,0.066,0.84,22.35,46490.0,5.2,17.73,20.77,23.56,36870.0,43190.0,49010.0
22,37-3019,510.0,17.9,0.274,3.47,18.49,38460.0,6.7,12.32,16.4,22.33,25630.0,34120.0,46440.0
23,37-3019,90.0,19.9,0.142,1.8,22.04,45850.0,2.9,16.55,20.61,22.46,34420.0,42870.0,46720.0
24,37-3019,300.0,19.7,0.111,1.41,24.22,50380.0,2.5,21.38,23.05,25.53,44460.0,47940.0,53090.0
25,37-3019,90.0,23.5,0.026,0.33,28.56,59400.0,3.4,22.86,27.68,36.94,47550.0,57570.0,76840.0
26,37-3019,220.0,22.6,0.052,0.65,24.86,51720.0,3.8,22.45,24.45,25.2,46700.0,50860.0,52420.0
27,37-3019,90.0,26.6,0.031,0.39,27.47,57140.0,10.9,17.19,28.36,36.58,35750.0,58990.0,76090.0
28,37-3019,100.0,34.7,0.084,1.06,16.44,34190.0,10.9,7.74,12.93,21.61,16110.0,26890.0,44950.0
29,37-3019,220.0,44.2,0.075,0.95,25.73,53530.0,2.5,21.3,26.29,28.9,44310.0,54680.0,60100.0
30,37-3019,300.0,21.4,0.599,7.59,22.61,47040.0,5.8,19.35,23.48,24.27,40240.0,48830.0,50480.0
32,37-3019,310.0,30.3,0.211,2.68,21.34,44390.0,7.0,16.56,19.29,24.72,34440.0,40110.0,51430.0
33,37-3019,70.0,34.3,0.107,1.36,24.6,51170.0,1.5,19.72,23.95,28.03,41020.0,49810.0,58300.0
34,37-3019,270.0,25.0,0.063,0.8,21.44,44600.0,9.8,17.04,19.88,22.5,35450.0,41360.0,46800.0
35,37-3019,50.0,25.5,0.059,0.75,22.41,46620.0,5.9,16.93,17.08,26.32,35220.0,35520.0,54740.0
36,37-3019,480.0,3.5,0.051,0.64,23.27,48400.0,1.5,16.41,17.47,27.4,34140.0,36340.0,56990.0
37,37-3019,60.0,11.8,0.012,0.16,29.34,61020.0,4.8,20.33,34.43,36.94,42280.0,71610.0,76840.0
38,37-3019,40.0,30.1,0.086,1.09,24.74,51450.0,8.5,21.37,23.07,29.77,44450.0,47990.0,61920.0
39,37-3019,240.0,20.4,0.043,0.55,24.44,50840.0,9.1,20.36,20.36,34.43,42340.0,42340.0,71610.0
40,37-3019,40.0,11.1,0.026,0.33,23.5,48880.0,5.6,14.93,20.47,36.94,31050.0,42580.0,76840.0
41,37-3019,400.0,20.1,0.204,2.59,20.14,41880.0,3.8,15.91,19.46,23.38,33080.0,40490.0,48630.0
42,37-3019,170.0,26.3,0.029,0.37,27.38,56950.0,7.1,21.94,26.38,36.94,45640.0,54860.0,76840.0
45,37-3019,130.0,30.4,0.06,0.76,18.14,37720.0,21.9,14.0,14.35,17.08,29120.0,29850.0,35530.0
47,37-3019,420.0,13.7,0.131,1.66,14.42,29990.0,3.1,11.25,11.25,15.75,23400.0,23400.0,32760.0
48,37-3019,430.0,13.7,0.032,0.4,24.42,50780.0,1.9,20.55,22.96,27.33,42740.0,47750.0,56850.0
49,37-3019,180.0,18.5,0.105,1.33,19.03,39570.0,6.0,12.88,18.62,22.5,26790.0,38720.0,46800.0
50,37-3019,170.0,17.6,0.581,7.37,19.59,40750.0,2.7,17.12,18.82,20.68,35610.0,39140.0,43010.0
51,37-3019,100.0,25.8,0.024,0.31,24.38,50710.0,12.0,15.22,24.66,33.36,31670.0,51290.0,69390.0
53,37-3019,120.0,20.5,0.033,0.42,32.99,68610.0,20.3,17.34,30.91,36.94,36060.0,64300.0,76840.0
54,37-3019,110.0,11.1,0.162,2.05,20.81,43290.0,2.5,16.61,20.94,21.33,34550.0,43560.0,44370.0
56,37-3019,50.0,0.0,0.183,2.31,16.09,33470.0,0.0,12.5,13.25,17.0,26000.0,27560.0,35360.0
1,39-0000,33950.0,1.5,16.536,0.83,14.72,30620.0,1.0,10.33,13.08,16.67,21480.0,27200.0,34670.0
2,39-0000,6810.0,3.1,21.849,1.09,21.32,44350.0,1.7,15.36,18.66,24.58,31950.0,38820.0,51120.0
4,39-0000,60220.0,2.9,19.241,0.96,19.7,40980.0,0.8,14.86,16.96,21.5,30920.0,35270.0,44710.0
5,39-0000,19480.0,2.3,15.319,0.77,15.33,31880.0,1.2,12.23,13.63,16.23,25440.0,28340.0,33750.0
6,39-0000,378650.0,1.1,21.1,1.05,21.23,44170.0,0.7,16.56,17.78,22.27,34430.0,36980.0,46320.0
8,39-0000,69630.0,1.4,24.586,1.23,21.06,43800.0,1.0,16.18,18.04,23.01,33660.0,37520.0,47850.0
9,39-0000,36560.0,2.7,22.021,1.1,20.58,42810.0,1.2,14.86,16.82,21.96,30920.0,34990.0,45680.0
10,39-0000,10780.0,2.1,22.981,1.15,17.82,37060.0,1.2,13.09,15.0,20.01,27220.0,31200.0,41630.0
11,39-0000,11420.0,6.3,16.271,0.81,21.9,45560.0,2.0,17.1,18.33,23.18,35570.0,38120.0,48210.0
12,39-0000,207200.0,1.1,21.655,1.08,17.3,35980.0,0.7,12.92,14.58,18.54,26880.0,30330.0,38560.0
13,39-0000,84700.0,2.4,17.802,0.89,16.12,33530.0,1.0,11.34,13.83,17.45,23580.0,28760.0,36290.0
15,39-0000,17010.0,2.6,27.575,1.38,21.24,44180.0,3.8,14.63,17.49,23.65,30420.0,36380.0,49200.0
16,39-0000,17290.0,2.9,21.021,1.05,16.49,34290.0,1.8,11.86,14.62,17.78,24670.0,30410.0,36980.0
17,39-0000,113420.0,2.9,18.866,0.94,19.2,39940.0,1.2,14.22,16.7,21.53,29580.0,34730.0,44780.0
18,39-0000,50520.0,1.5,16.005,0.8,16.48,34270.0,0.9,11.91,14.35,18.28,24770.0,29840.0,38030.0
19,39-0000,28340.0,2.0,18.349,0.92,15.98,33250.0,1.0,11.15,14.01,17.45,23190.0,29140.0,36290.0
20,39-0000,30160.0,2.2,21.361,1.07,15.43,32090.0,1.2,11.0,13.69,17.56,22880.0,28470.0,36520.0
21,39-0000,38890.0,1.7,19.811,0.99,15.65,32550.0,1.7,11.16,13.84,17.06,23220.0,28780.0,35480.0
22,39-0000,39630.0,1.7,21.398,1.07,14.73,30630.0,0.9,10.32,12.79,16.68,21470.0,26610.0,34690.0
23,39-0000,12980.0,2.8,20.878,1.04,18.79,39090.0,0.9,14.96,17.01,20.43,31110.0,35380.0,42490.0
24,39-0000,57990.0,2.3,21.659,1.08,19.03,39590.0,0.9,14.5,16.68,20.65,30150.0,34690.0,42950.0
25,39-0000,78900.0,2.8,21.656,1.08,21.58,44880.0,1.4,16.67,18.37,23.26,34670.0,38210.0,48370.0
26,39-0000,81200.0,1.6,18.676,0.93,17.4,36180.0,0.9,13.09,14.87,18.63,27240.0,30940.0,38750.0
27,39-0000,59420.0,2.4,20.623,1.03,19.05,39620.0,1.1,14.27,17.07,21.63,29680.0,35510.0,44990.0
28,39-0000,21040.0,2.2,18.296,0.91,16.04,33370.0,1.5,10.19,12.51,18.08,21190.0,26030.0,37610.0
29,39-0000,56100.0,2.7,19.502,0.97,16.6,34530.0,0.8,13.07,14.29,17.63,27180.0,29730.0,36670.0
30,39-0000,11450.0,3.1,22.817,1.14,16.39,34100.0,1.2,11.72,14.98,18.15,24380.0,31160.0,37750.0
31,39-0000,24300.0,2.1,24.279,1.21,15.85,32960.0,1.6,11.9,14.08,17.55,24750.0,29290.0,36500.0
32,39-0000,59020.0,2.0,39.833,1.99,17.29,35970.0,1.0,11.18,13.58,18.81,23250.0,28250.0,39120.0
33,39-0000,14580.0,2.1,21.591,1.08,17.78,36990.0,1.1,13.34,16.48,20.82,27750.0,34280.0,43300.0
34,39-0000,106510.0,2.0,25.346,1.27,20.16,41930.0,1.6,14.51,16.77,21.88,30180.0,34880.0,45500.0
35,39-0000,13130.0,2.7,15.524,0.78,16.59,34510.0,1.3,13.01,14.45,17.7,27050.0,30060.0,36810.0
36,39-0000,189310.0,2.0,20.155,1.01,21.64,45020.0,1.5,15.92,17.43,22.96,33110.0,36250.0,47750.0
37,39-0000,82520.0,1.4,17.209,0.86,17.01,35370.0,1.2,11.38,14.43,18.98,23670.0,30010.0,39470.0
38,39-0000,12760.0,3.1,30.57,1.53,16.6,34530.0,1.1,12.95,14.43,18.46,26940.0,30010.0,38390.0
39,39-0000,94600.0,1.8,17.297,0.86,16.98,35310.0,0.8,11.87,14.22,18.07,24690.0,29580.0,37580.0
40,39-0000,31760.0,2.2,19.084,0.95,15.18,31560.0,0.9,10.64,13.12,17.25,22120.0,27280.0,35880.0
41,39-0000,52960.0,2.1,27.254,1.36,19.8,41190.0,0.8,17.32,17.78,20.55,36030.0,36980.0,42750.0
42,39-0000,124450.0,1.4,20.922,1.04,16.95,35260.0,1.1,11.64,14.59,20.08,24200.0,30340.0,41760.0
44,39-0000,12140.0,2.9,24.863,1.24,18.64,38760.0,1.5,14.18,16.98,20.89,29490.0,35310.0,43460.0
45,39-0000,46330.0,1.9,20.844,1.04,15.93,33130.0,1.3,11.14,14.0,17.98,23160.0,29120.0,37390.0
46,39-0000,11310.0,2.1,25.459,1.27,16.12,33530.0,0.7,12.87,14.53,18.01,26760.0,30220.0,37450.0
47,39-0000,55760.0,2.2,17.321,0.87,15.74,32730.0,1.1,11.25,14.04,17.16,23410.0,29200.0,35700.0
48,39-0000,226180.0,1.9,16.683,0.83,16.2,33700.0,1.3,11.15,13.88,18.17,23190.0,28870.0,37790.0
49,39-0000,35930.0,2.2,21.402,1.07,18.13,37700.0,1.7,12.84,15.92,21.43,26700.0,33110.0,44570.0
50,39-0000,5090.0,3.4,16.914,0.84,20.09,41780.0,1.2,15.45,17.87,23.0,32130.0,37170.0,47830.0
51,39-0000,83360.0,2.1,20.94,1.05,18.59,38680.0,1.2,13.46,16.21,21.24,27990.0,33720.0,44190.0
53,39-0000,61250.0,2.1,17.522,0.88,24.52,51000.0,1.5,17.56,20.99,27.41,36510.0,43660.0,57010.0
54,39-0000,11100.0,2.2,16.113,0.8,16.17,33630.0,1.0,10.98,13.55,17.74,22830.0,28180.0,36900.0
55,39-0000,47100.0,2.2,16.321,0.82,17.69,36800.0,0.9,12.97,16.2,21.2,26970.0,33690.0,44090.0
56,39-0000,5430.0,3.5,19.837,0.99,16.56,34440.0,2.3,11.86,14.57,18.84,24670.0,30300.0,39190.0
1,39-1013,90.0,4.5,0.043,0.26,28.34,58950.0,2.2,26.23,26.44,32.28,54550.0,55000.0,67140.0
2,39-1013,90.0,17.2,0.302,1.83,26.98,56120.0,8.3,18.0,22.62,33.73,37450.0,47050.0,70150.0
4,39-1013,620.0,0.6,0.198,1.2,31.7,65930.0,0.8,29.69,30.18,39.31,61760.0,62760.0,81760.0
6,39-1013,3430.0,2.3,0.191,1.16,32.4,67380.0,0.8,28.92,30.93,35.97,60150.0,64340.0,74810.0
8,39-1013,340.0,9.4,0.119,0.72,30.14,62700.0,1.5,27.4,31.39,34.94,56990.0,65280.0,72670.0
10,39-1013,100.0,7.0,0.214,1.3,30.99,64450.0,3.2,25.63,32.66,32.99,53310.0,67930.0,68610.0
12,39-1013,900.0,2.8,0.094,0.57,30.5,63450.0,1.0,22.68,28.86,36.72,47170.0,60040.0,76380.0
16,39-1013,40.0,6.7,0.049,0.3,27.07,56300.0,1.8,24.7,26.19,28.65,51380.0,54480.0,59590.0
17,39-1013,410.0,6.6,0.068,0.41,27.51,57210.0,2.0,21.48,28.16,28.98,44680.0,58560.0,60270.0
18,39-1013,830.0,0.4,0.263,1.59,29.01,60340.0,0.8,24.57,28.63,31.53,51110.0,59540.0,65570.0
19,39-1013,310.0,2.8,0.203,1.23,24.53,51020.0,0.8,22.99,23.71,25.57,47820.0,49330.0,53190.0
20,39-1013,170.0,7.9,0.121,0.73,27.41,57010.0,0.8,23.49,24.48,31.11,48850.0,50920.0,64700.0
21,39-1013,90.0,8.3,0.045,0.27,26.99,56130.0,2.4,19.86,25.66,28.71,41300.0,53370.0,59730.0
22,39-1013,630.0,4.9,0.34,2.06,26.29,54680.0,0.9,22.49,24.98,29.58,46770.0,51960.0,61520.0
24,39-1013,430.0,4.1,0.161,0.98,33.35,69380.0,0.9,27.79,34.85,38.57,57790.0,72490.0,80220.0
25,39-1013,410.0,0.8,0.112,0.68,38.77,80650.0,0.6,35.52,40.76,40.76,73890.0,84780.0,84780.0
26,39-1013,820.0,1.2,0.19,1.15,28.95,60210.0,0.7,25.78,29.32,32.41,53630.0,60990.0,67410.0
27,39-1013,600.0,5.5,0.208,1.26,28.93,60170.0,1.4,24.06,26.92,34.53,50050.0,56000.0,71820.0
28,39-1013,1090.0,1.1,0.944,5.71,26.95,56060.0,0.9,21.06,25.89,30.26,43790.0,53850.0,62940.0
29,39-1013,350.0,7.9,0.123,0.74,29.52,61400.0,1.1,26.36,28.91,29.48,54820.0,60130.0,61320.0
30,39-1013,680.0,17.9,1.365,8.26,15.38,31990.0,3.6,11.4,16.2,17.25,23710.0,33700.0,35880.0
31,39-1013,70.0,25.6,0.069,0.41,20.59,42830.0,6.6,14.93,16.68,24.15,31060.0,34700.0,50230.0
32,39-1013,5390.0,2.0,3.64,22.03,30.66,63780.0,0.8,23.08,29.52,37.85,48010.0,61390.0,78720.0
33,39-1013,50.0,20.4,0.07,0.42,27.98,58200.0,4.6,16.97,28.03,33.33,35300.0,58310.0,69330.0
34,39-1013,1040.0,9.5,0.247,1.49,30.89,64250.0,3.9,28.77,29.6,32.71,59840.0,61570.0,68030.0
35,39-1013,130.0,3.7,0.149,0.9,27.64,57480.0,0.8,25.1,27.22,30.47,52220.0,56610.0,63370.0
36,39-1013,540.0,7.3,0.057,0.35,34.92,72640.0,1.0,30.91,33.22,39.17,64280.0,69090.0,81480.0
38,39-1013,180.0,10.2,0.428,2.59,21.59,44910.0,4.1,13.19,19.05,27.2,27420.0,39620.0,56580.0
39,39-1013,310.0,10.4,0.057,0.35,27.31,56800.0,0.9,24.76,27.26,28.76,51490.0,56700.0,59820.0
40,39-1013,1220.0,2.3,0.733,4.44,26.2,54500.0,0.7,21.07,26.69,31.07,43830.0,55510.0,64630.0
41,39-1013,140.0,4.5,0.072,0.44,30.74,63930.0,1.0,29.41,29.65,34.25,61180.0,61670.0,71250.0
42,39-1013,780.0,3.5,0.131,0.79,31.11,64700.0,0.5,28.29,29.54,33.97,58850.0,61430.0,70650.0
44,39-1013,110.0,12.0,0.232,1.4,35.23,73280.0,4.1,31.38,33.96,35.62,65260.0,70640.0,74080.0
45,39-1013,70.0,11.3,0.031,0.19,32.3,67170.0,13.4,17.2,23.5,49.42,35770.0,48880.0,102800.0
46,39-1013,70.0,8.2,0.154,0.93,22.92,47670.0,1.1,20.34,23.23,25.14,42310.0,48320.0,52290.0
48,39-1013,100.0,36.7,0.007,0.04,20.34,42320.0,11.4,14.38,17.91,26.06,29900.0,37250.0,54210.0
53,39-1013,760.0,3.0,0.217,1.31,36.78,76500.0,1.9,28.29,34.87,36.76,58830.0,72520.0,76470.0
54,39-1013,240.0,0.3,0.354,2.14,28.06,58350.0,0.8,23.59,24.86,30.6,49070.0,51720.0,63650.0
55,39-1013,160.0,5.3,0.055,0.33,26.98,56120.0,1.7,23.11,26.47,29.83,48080.0,55060.0,62040.0
1,39-1014,1410.0,3.2,0.689,1.19,21.46,44630.0,1.2,16.73,20.41,25.02,34800.0,42450.0,52040.0
2,39-1014,490.0,8.4,1.581,2.72,27.12,56400.0,3.5,19.67,27.0,32.9,40920.0,56160.0,68430.0
4,39-1014,2310.0,6.7,0.74,1.27,24.11,50140.0,1.6,18.55,20.71,27.21,38590.0,43070.0,56590.0
5,39-1014,310.0,10.8,0.246,0.42,19.14,39820.0,2.7,14.4,16.47,22.58,29960.0,34260.0,46970.0
6,39-1014,14180.0,3.1,0.79,1.36,25.82,53710.0,1.1,18.98,22.47,29.28,39480.0,46730.0,60910.0
8,39-1014,2980.0,4.5,1.053,1.81,26.61,55350.0,1.3,20.01,24.02,30.64,41630.0,49960.0,63740.0
9,39-1014,1440.0,6.0,0.87,1.5,27.24,56660.0,1.8,19.39,24.84,31.21,40340.0,51660.0,64920.0
10,39-1014,390.0,5.2,0.821,1.41,27.3,56770.0,1.4,22.18,26.34,30.71,46130.0,54790.0,63880.0
11,39-1014,190.0,10.6,0.267,0.46,28.82,59950.0,3.3,18.38,23.64,35.26,38230.0,49180.0,73330.0
12,39-1014,5200.0,2.8,0.544,0.94,25.66,53370.0,1.4,18.16,22.73,29.68,37780.0,47270.0,61740.0
13,39-1014,2760.0,5.9,0.579,1.0,21.18,44060.0,2.2,15.04,18.41,25.74,31280.0,38290.0,53540.0
15,39-1014,890.0,8.5,1.445,2.49,26.19,54470.0,3.6,18.81,24.17,30.56,39110.0,50270.0,63560.0
16,39-1014,280.0,12.8,0.342,0.59,26.69,55510.0,5.6,17.8,27.03,32.19,37020.0,56220.0,66950.0
17,39-1014,3110.0,6.6,0.517,0.89,24.63,51230.0,1.8,17.58,23.25,29.4,36570.0,48350.0,61150.0
18,39-1014,1000.0,5.5,0.317,0.55,24.03,49970.0,3.0,17.71,22.54,27.86,36840.0,46870.0,57960.0
19,39-1014,920.0,6.9,0.598,1.03,20.64,42920.0,1.5,15.7,17.89,22.68,32650.0,37200.0,47170.0
20,39-1014,840.0,10.9,0.594,1.02,23.18,48210.0,4.3,16.85,21.42,28.35,35040.0,44550.0,58970.0
21,39-1014,1220.0,3.9,0.621,1.07,21.43,44580.0,1.7,14.78,19.79,26.56,30750.0,41170.0,55240.0
22,39-1014,560.0,10.5,0.305,0.53,21.09,43880.0,5.1,13.92,20.41,25.92,28950.0,42440.0,53920.0
23,39-1014,320.0,14.7,0.522,0.9,22.89,47620.0,1.6,19.15,21.32,26.75,39830.0,44350.0,55640.0
24,39-1014,1560.0,7.5,0.582,1.0,23.39,48660.0,1.5,17.4,21.03,27.65,36180.0,43740.0,57500.0
25,39-1014,2150.0,7.0,0.591,1.02,28.24,58730.0,1.8,21.68,26.21,31.34,45090.0,54520.0,65190.0
26,39-1014,2730.0,5.2,0.629,1.08,22.41,46600.0,2.4,16.82,20.35,25.0,34990.0,42330.0,52000.0
27,39-1014,1510.0,8.0,0.525,0.9,24.76,51510.0,2.7,18.17,23.01,28.95,37790.0,47870.0,60210.0
28,39-1014,350.0,9.5,0.307,0.53,19.06,39650.0,4.1,14.2,17.45,21.38,29540.0,36300.0,44470.0
29,39-1014,1260.0,5.8,0.439,0.76,23.3,48470.0,1.7,17.2,21.26,27.89,35770.0,44220.0,58000.0
30,39-1014,260.0,9.5,0.514,0.89,20.92,43510.0,3.2,15.03,18.07,23.5,31250.0,37590.0,48880.0
31,39-1014,490.0,13.7,0.492,0.85,20.53,42700.0,2.5,16.42,18.15,23.0,34150.0,37740.0,47830.0
32,39-1014,1220.0,6.7,0.825,1.42,23.99,49890.0,2.2,17.34,22.96,26.92,36060.0,47770.0,56000.0
33,39-1014,610.0,5.7,0.909,1.57,26.31,54730.0,1.9,20.89,24.33,30.69,43460.0,50610.0,63830.0
34,39-1014,3370.0,5.7,0.802,1.38,25.89,53840.0,1.2,19.21,23.35,30.27,39960.0,48560.0,62960.0
35,39-1014,160.0,12.2,0.188,0.32,17.41,36210.0,6.3,14.26,14.49,18.67,29670.0,30140.0,38830.0
36,39-1014,1900.0,13.4,0.202,0.35,26.93,56010.0,3.2,19.56,23.88,31.41,40690.0,49670.0,65340.0
37,39-1014,3250.0,3.6,0.677,1.17,23.55,48990.0,1.3,17.04,22.16,28.28,35430.0,46090.0,58820.0
38,39-1014,130.0,10.1,0.31,0.53,23.73,49360.0,3.3,19.09,23.24,28.36,39700.0,48340.0,58990.0
39,39-1014,3730.0,5.5,0.682,1.17,21.27,44240.0,1.7,16.19,18.61,23.68,33680.0,38700.0,49260.0
40,39-1014,600.0,7.8,0.358,0.62,20.72,43100.0,3.1,14.82,18.26,23.77,30830.0,37970.0,49440.0
41,39-1014,850.0,8.2,0.439,0.76,25.6,53240.0,1.9,19.16,22.48,29.74,39860.0,46750.0,61860.0
42,39-1014,3990.0,3.4,0.671,1.16,23.63,49160.0,1.3,17.84,22.57,27.12,37100.0,46940.0,56410.0
44,39-1014,240.0,9.1,0.495,0.85,28.7,59690.0,3.0,22.5,27.25,34.39,46800.0,56680.0,71540.0
45,39-1014,1430.0,3.2,0.643,1.11,23.83,49560.0,1.3,17.57,22.51,27.5,36550.0,46820.0,57200.0
46,39-1014,260.0,6.7,0.588,1.01,20.35,42330.0,1.1,18.13,19.48,22.34,37720.0,40530.0,46470.0
47,39-1014,1440.0,7.8,0.448,0.77,19.2,39930.0,3.5,13.49,17.22,23.5,28070.0,35810.0,48880.0
48,39-1014,6480.0,4.4,0.478,0.82,23.65,49190.0,2.3,17.38,21.84,27.64,36140.0,45430.0,57500.0
49,39-1014,1260.0,11.7,0.749,1.29,24.8,51590.0,4.7,17.06,22.3,29.6,35490.0,46380.0,61580.0
50,39-1014,250.0,9.5,0.841,1.45,23.61,49100.0,1.7,21.1,22.4,26.89,43890.0,46590.0,55940.0
51,39-1014,2820.0,6.4,0.708,1.22,23.31,48490.0,1.4,17.42,21.78,27.17,36230.0,45300.0,56510.0
53,39-1014,1580.0,5.8,0.452,0.78,29.69,61750.0,2.0,21.29,26.73,37.67,44280.0,55600.0,78350.0
54,39-1014,270.0,5.9,0.396,0.68,18.82,39140.0,1.5,14.97,17.76,21.4,31150.0,36940.0,44510.0
55,39-1014,870.0,7.1,0.302,0.52,26.23,54550.0,2.4,20.5,25.0,33.33,42630.0,52000.0,69330.0
56,39-1014,280.0,13.0,1.029,1.77,22.72,47260.0,5.9,15.38,20.85,28.2,31990.0,43370.0,58660.0
1,39-1022,1160.0,4.7,0.566,0.81,20.61,42870.0,1.9,14.89,19.65,24.84,30970.0,40870.0,51670.0
2,39-1022,220.0,12.6,0.721,1.03,34.27,71270.0,9.5,21.47,30.08,40.02,44670.0,62560.0,83240.0
4,39-1022,1060.0,10.9,0.337,0.48,22.8,47410.0,2.0,17.95,21.9,26.0,37330.0,45550.0,54080.0
5,39-1022,860.0,5.9,0.673,0.96,20.34,42300.0,3.0,15.38,17.16,23.29,32000.0,35680.0,48440.0
6,39-1022,8630.0,6.1,0.481,0.69,26.28,54670.0,2.0,19.91,24.41,30.19,41420.0,50760.0,62780.0
8,39-1022,2980.0,5.8,1.052,1.5,24.97,51950.0,2.0,19.29,22.44,28.86,40120.0,46680.0,60030.0
9,39-1022,1240.0,10.0,0.748,1.07,26.44,55000.0,4.3,18.83,24.8,29.31,39160.0,51580.0,60970.0
10,39-1022,290.0,8.2,0.625,0.89,25.2,52420.0,4.6,20.06,21.65,28.44,41720.0,45040.0,59150.0
11,39-1022,330.0,20.1,0.466,0.67,28.76,59810.0,8.5,23.56,24.61,30.32,49000.0,51180.0,63060.0
12,39-1022,5440.0,7.3,0.569,0.81,25.09,52190.0,2.3,17.98,22.53,28.53,37390.0,46870.0,59340.0
13,39-1022,3320.0,9.1,0.697,0.99,23.37,48600.0,2.2,15.8,21.36,26.21,32870.0,44440.0,54520.0
15,39-1022,690.0,12.3,1.118,1.59,27.21,56590.0,3.6,21.83,26.03,34.23,45410.0,54140.0,71190.0
16,39-1022,560.0,15.1,0.68,0.97,20.92,43510.0,5.9,16.02,17.34,22.94,33320.0,36060.0,47710.0
17,39-1022,2430.0,7.1,0.405,0.58,24.91,51800.0,2.8,19.04,23.45,28.3,39600.0,48780.0,58870.0
18,39-1022,1900.0,5.2,0.601,0.86,24.68,51330.0,2.6,18.27,22.64,28.96,38000.0,47100.0,60240.0
19,39-1022,1100.0,6.4,0.715,1.02,19.81,41210.0,2.1,16.54,18.15,21.13,34400.0,37750.0,43950.0
20,39-1022,420.0,14.5,0.297,0.42,21.21,44110.0,2.7,15.09,20.55,25.99,31390.0,42740.0,54070.0
21,39-1022,1110.0,10.3,0.563,0.8,20.4,42430.0,2.9,14.8,18.43,23.68,30780.0,38330.0,49260.0
22,39-1022,1610.0,5.3,0.869,1.24,21.92,45590.0,2.1,16.22,20.66,25.57,33740.0,42980.0,53190.0
23,39-1022,510.0,8.8,0.822,1.17,22.75,47320.0,1.9,19.09,22.31,26.06,39700.0,46400.0,54210.0
24,39-1022,3400.0,6.2,1.271,1.81,24.85,51690.0,1.6,19.62,22.61,28.1,40810.0,47040.0,58450.0
25,39-1022,1870.0,11.1,0.513,0.73,27.08,56330.0,3.7,21.44,27.73,29.29,44590.0,57680.0,60930.0
26,39-1022,2210.0,8.6,0.508,0.72,21.99,45750.0,2.8,17.04,20.93,25.01,35440.0,43540.0,52020.0
27,39-1022,2020.0,17.5,0.702,1.0,26.62,55370.0,3.0,20.78,25.04,29.06,43220.0,52080.0,60440.0
28,39-1022,910.0,15.1,0.793,1.13,19.87,41330.0,3.9,13.71,16.66,21.89,28520.0,34660.0,45530.0
29,39-1022,920.0,9.8,0.32,0.46,22.49,46790.0,2.4,17.81,21.7,25.74,37030.0,45140.0,53540.0
30,39-1022,590.0,6.0,1.169,1.67,22.25,46280.0,3.4,17.51,22.49,25.45,36410.0,46790.0,52940.0
31,39-1022,670.0,10.4,0.674,0.96,20.27,42150.0,2.9,16.44,18.35,23.62,34190.0,38170.0,49120.0
32,39-1022,1440.0,8.6,0.974,1.39,21.26,44230.0,2.5,14.93,19.16,26.72,31060.0,39860.0,55580.0
33,39-1022,620.0,7.8,0.923,1.32,23.15,48150.0,2.8,17.6,20.47,27.09,36620.0,42580.0,56340.0
34,39-1022,5350.0,11.4,1.274,1.82,25.01,52010.0,6.8,18.63,21.08,28.68,38750.0,43840.0,59650.0
35,39-1022,650.0,6.1,0.764,1.09,23.26,48370.0,1.6,17.63,22.5,26.9,36670.0,46810.0,55950.0
36,39-1022,7680.0,9.6,0.817,1.17,29.28,60890.0,3.2,22.21,27.16,32.97,46200.0,56500.0,68580.0
37,39-1022,2630.0,4.6,0.548,0.78,22.39,46570.0,2.2,17.59,20.88,25.33,36590.0,43420.0,52690.0
38,39-1022,410.0,6.3,0.981,1.4,22.33,46450.0,1.5,18.0,20.89,26.81,37440.0,43460.0,55770.0
39,39-1022,1980.0,8.6,0.362,0.52,21.52,44760.0,2.3,15.96,20.46,25.5,33190.0,42550.0,53040.0
40,39-1022,1040.0,10.9,0.622,0.89,23.35,48580.0,3.9,15.67,21.68,28.91,32590.0,45090.0,60130.0
41,39-1022,2660.0,3.8,1.367,1.95,24.43,50820.0,1.1,22.57,23.73,24.72,46950.0,49360.0,51420.0
42,39-1022,5220.0,5.6,0.877,1.25,23.5,48870.0,2.1,18.06,22.25,27.86,37560.0,46280.0,57950.0
44,39-1022,560.0,15.2,1.154,1.65,27.04,56240.0,3.9,24.42,27.68,27.93,50790.0,57580.0,58100.0
45,39-1022,1930.0,5.7,0.868,1.24,22.18,46130.0,1.7,16.79,20.6,25.76,34930.0,42850.0,53580.0
46,39-1022,250.0,7.9,0.554,0.79,23.99,49900.0,1.9,20.63,23.21,27.7,42910.0,48270.0,57620.0
47,39-1022,1940.0,5.0,0.602,0.86,25.94,53950.0,3.7,18.76,22.69,29.59,39020.0,47190.0,61550.0
48,39-1022,11960.0,6.5,0.882,1.26,21.2,44090.0,1.7,15.83,20.21,24.57,32920.0,42030.0,51110.0
